volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
-0.6396134289972976,^GSPC,0,1.097591588350876,-0.1271466939241074,31/12/1999,Q4 1999,6
-0.6481370368102586,^GSPC,0,0.004794052028405699,-0.12714669391520814,31/3/2000,Q1 2000,6
-0.6440224116685046,^GSPC,1,-0.42470118111821026,-0.12714669415923144,30/6/2000,Q2 2000,6
-0.6425385890648515,^GSPC,0,-0.27740217138569745,-0.12714669409853302,30/9/2000,Q3 2000,6
-0.6524602886952265,^GSPC,0,-0.873822639387436,-0.12714669394978664,31/12/2000,Q4 2000,6
-0.6390070632118456,^GSPC,0,-1.224290978744231,-0.12714669399780137,31/3/2001,Q1 2001,6
-0.6134950227977136,^GSPC,0,0.31171289020905657,-0.12714669410659474,30/6/2001,Q2 2001,6
-0.615907282372814,^GSPC,1,-1.4740448874542649,-0.12714669410655294,30/9/2001,Q3 2001,6
-0.6190941800826906,^GSPC,0,0.7274119005523514,-0.12714669397751938,31/12/2001,Q4 2001,6
-0.634761510847293,^GSPC,0,-0.17431495761488547,-0.12714669407044044,31/3/2002,Q1 2002,6
-0.6432992674297984,^GSPC,0,-1.3652237345061446,-0.1271466940496663,30/6/2002,Q2 2002,6
-0.62973413009671,^GSPC,1,-1.70496790313168,-0.12714669395072473,30/9/2002,Q3 2002,6
-0.6063813933790223,^GSPC,0,0.520432681806384,-0.12714669412966298,31/12/2002,Q4 2002,6
-0.6126841056911776,^GSPC,0,-0.48231074122368245,-0.12714669413974097,31/3/2003,Q1 2003,6
-0.6411746810996364,^GSPC,0,1.1281128753866891,-0.1271466940261003,30/6/2003,Q2 2003,6
-0.6475361831631379,^GSPC,0,0.022817279540165,-0.12714669412730709,30/9/2003,Q3 2003,6
-0.6380397157260062,^GSPC,0,0.8449368236024765,-0.1271466940961525,31/12/2003,Q4 2003,6
-0.6278940643091661,^GSPC,0,-0.0571428264319083,-0.127146693987135,31/3/2004,Q1 2004,6
-0.6419102386956429,^GSPC,0,-0.05593293079982826,-0.12714669412998958,30/6/2004,Q2 2004,6
-0.654555773189783,^GSPC,0,-0.36956975219212035,-0.12714669413182383,30/9/2004,Q3 2004,6
-0.6664988897260238,^GSPC,0,0.5915978931328493,-0.1271466939795118,31/12/2004,Q4 2004,6
-0.661009759519924,^GSPC,0,-0.39424940899183086,-0.1271466940218929,31/3/2005,Q1 2005,6
-0.6582221289586146,^GSPC,0,-0.08984410834400762,-0.12714669389341018,30/6/2005,Q2 2005,6
-0.6603354063538772,^GSPC,0,0.10494384497074971,-0.12714669407199877,30/9/2005,Q3 2005,6
